session_id,student_id,duration_seconds,tab_switches,blur_events,fullscreen_exits,avg_blur_duration_ms,max_blur_duration_ms,total_idle_ms,typing_gaps_avg_sec,mouse_outside_count,copy_attempts,paste_attempts,devtools_attempts,screenshot_attempts,has_f12,has_alt_tab,has_win_d_p,has_prt_scr,has_f11_f5,has_escape,label
SES_00788,STU_5186,3600,0,1,0,333,1030,13216,0.46,1,0,0,0,0,0,0,0,0,0,1,0
SES_00789,STU_4642,3600,0,1,0,402,992,17769,9.91,12,0,0,1,0,0,0,0,0,0,0,1
SES_00790,STU_7084,3600,0,1,0,493,1078,6257,3.02,1,0,0,0,0,0,0,0,0,0,0,0
SES_00791,STU_6110,3600,0,1,0,248,366,11735,1.52,1,0,0,0,0,0,0,0,0,0,0,0
SES_00792,STU_5254,3600,0,1,0,419,919,6679,1.25,0,0,0,0,0,0,0,0,0,0,0,0
SES_00793,STU_6583,3600,1,3,3,26044,32405,74592,10.47,9,0,0,0,0,0,0,0,0,0,0,1
SES_00794,STU_2797,3600,0,0,0,0,0,9935,3.17,0,0,0,0,0,0,0,0,0,0,0,0
SES_00795,STU_5905,3600,0,1,0,323,482,4465,2.43,1,0,0,0,0,0,0,0,0,0,0,0
SES_00796,STU_2622,3600,0,0,0,0,0,10843,2.79,1,0,0,0,0,0,0,0,0,0,0,0
SES_00797,STU_1039,3600,0,0,0,0,0,1627,0.79,1,0,0,0,0,0,0,0,0,0,0,0
SES_00798,STU_3278,3600,0,0,0,0,0,1439,2.24,0,0,0,0,0,0,0,0,0,0,0,0
SES_00799,STU_4960,3600,7,8,0,1161,2887,102142,18.0,4,0,1,0,0,0,0,0,0,0,0,1
SES_00800,STU_2809,3600,0,1,0,270,963,5281,3.24,0,0,0,0,0,0,0,0,0,0,0,0
SES_00801,STU_4664,3600,8,12,3,6973,17601,13806,22.28,19,1,5,1,0,0,0,0,0,0,0,1
SES_00802,STU_4053,3600,0,1,0,223,590,3905,2.09,1,0,0,0,0,0,0,0,0,0,0,0
SES_00803,STU_6223,3600,1,2,2,10150,13260,65968,20.11,4,1,3,1,0,0,0,0,0,0,0,1
SES_00804,STU_6668,3600,0,1,0,371,1125,13416,1.1,1,0,0,0,0,0,0,0,0,0,0,0
SES_00805,STU_1374,3600,0,1,0,111,169,12748,3.04,1,0,0,0,0,0,0,0,0,0,0,0
SES_00806,STU_2770,3600,2,1,1,5268,9345,47676,20.76,2,3,5,0,4,0,0,0,0,0,0,1
SES_00807,STU_9348,3600,1,1,1,1736,2605,2874,1.92,0,0,0,0,0,0,0,0,0,0,0,0
SES_00808,STU_9909,3600,0,1,0,350,967,11871,1.15,1,0,0,0,0,0,0,0,0,0,0,0
SES_00809,STU_7847,3600,0,0,0,0,0,7230,1.05,1,0,0,0,0,0,0,0,0,0,0,0
SES_00810,STU_1362,3600,0,0,0,0,0,1600,2.11,0,0,0,0,0,0,0,0,0,0,0,0
SES_00811,STU_7243,3600,17,20,4,3816,5931,108685,19.93,8,1,1,1,0,0,0,0,0,0,0,1
SES_00812,STU_5197,3600,3,4,2,26021,31884,148749,5.81,9,0,0,0,1,0,0,0,0,0,0,1
SES_00813,STU_4922,3600,0,0,1,0,0,10623,23.83,0,0,0,1,0,0,0,0,0,0,1,1
SES_00814,STU_5967,3600,0,0,0,370,722,131186,8.69,0,9,3,0,0,0,0,0,0,0,0,1
SES_00815,STU_3561,3600,2,2,1,1916,2174,8750,0.59,0,0,0,0,0,0,0,0,0,0,0,0
SES_00816,STU_2556,3600,1,2,1,28078,40524,12980,16.87,7,0,0,0,0,0,0,0,0,0,0,1
SES_00817,STU_3468,3600,0,0,0,0,0,13771,2.18,0,0,0,0,0,0,0,0,0,0,0,0
SES_00818,STU_7971,3600,0,0,0,0,0,5026,1.75,0,0,0,0,0,0,0,0,0,0,0,0
SES_00819,STU_8266,3600,0,0,0,0,0,1921,1.27,1,0,0,0,0,0,0,0,0,0,0,0
SES_00820,STU_8858,3600,1,2,1,9516,17452,124168,19.92,1,3,6,0,3,0,0,0,0,0,0,1
SES_00821,STU_8138,3600,1,2,0,29658,36652,118595,5.15,0,0,0,1,2,0,0,0,0,0,0,1
SES_00822,STU_9002,3600,2,3,1,1417,2100,1127,2.05,1,0,0,0,0,0,0,0,0,0,0,0
SES_00823,STU_8627,3600,5,6,1,24187,33575,67782,9.71,6,0,0,0,0,0,0,0,0,0,0,1
SES_00824,STU_4744,3600,0,1,0,226,1192,4224,2.28,0,0,0,0,0,0,0,0,0,0,0,0
SES_00825,STU_7618,3600,1,1,1,1479,2325,5757,3.1,1,0,0,0,0,0,0,0,0,0,0,0
SES_00826,STU_5916,3600,1,1,0,5993,12908,120032,13.87,2,2,2,1,2,0,0,0,0,0,0,1
SES_00827,STU_6998,3600,0,0,0,0,0,10144,1.43,1,0,0,0,0,0,0,0,0,0,0,0
SES_00828,STU_6388,3600,0,0,0,0,0,9954,3.16,1,0,0,0,0,0,0,0,0,0,0,0
SES_00829,STU_2997,3600,0,1,0,425,1127,7609,3.18,0,0,0,0,0,0,0,0,0,0,0,0
SES_00830,STU_8292,3600,0,1,0,203,329,11493,0.85,1,0,0,0,0,0,0,0,0,0,0,0
SES_00831,STU_8900,3600,0,1,0,356,2133,90412,10.12,0,4,5,0,0,0,0,0,0,0,0,1
SES_00832,STU_8343,3600,13,14,0,1044,2360,112891,18.62,4,1,0,0,0,0,0,0,0,0,0,1
SES_00833,STU_4212,3600,0,1,0,500,500,96495,16.74,1,0,0,0,1,0,0,1,0,0,0,1
SES_00834,STU_5868,3600,7,9,0,2168,4205,31543,9.65,4,2,0,0,13,0,0,0,1,0,0,1
SES_00835,STU_3106,3600,0,1,0,331,1211,7541,2.94,0,0,0,0,0,0,0,0,1,0,0,0
SES_00836,STU_8036,3600,0,0,0,0,0,14142,1.02,0,0,0,0,0,0,0,0,1,0,0,0
SES_00837,STU_1340,3600,0,1,0,335,1328,6404,1.6,0,0,0,0,0,0,0,0,1,0,0,0
SES_00838,STU_1101,3600,0,1,0,471,1429,2304,3.15,1,0,0,0,0,0,0,0,1,0,0,0
SES_00839,STU_6650,3600,0,0,0,0,0,9956,2.17,0,0,0,0,0,0,0,0,1,0,0,0
SES_00840,STU_8988,3600,0,1,0,323,726,2724,2.29,1,0,0,0,0,0,0,0,1,0,0,0
SES_00841,STU_6167,3600,2,2,1,4821,7569,90047,8.48,2,10,8,0,0,0,0,0,0,0,0,1
SES_00842,STU_7619,3600,0,0,0,0,0,5243,2.93,0,0,0,0,0,0,0,0,0,0,0,0
SES_00843,STU_5890,3600,0,1,0,274,594,4377,2.38,1,0,0,0,0,0,0,0,0,0,0,0
SES_00844,STU_6135,3600,2,2,0,5713,11911,37512,9.2,4,2,1,0,0,0,0,0,0,0,0,1
SES_00845,STU_9830,3600,4,4,1,11338,14720,117309,16.99,4,2,2,0,0,0,0,0,0,0,0,1
SES_00846,STU_2940,3600,1,3,1,1290,1984,14951,1.75,0,0,0,0,0,0,0,0,0,0,0,0
SES_00847,STU_4189,3600,0,0,0,0,0,108277,10.09,1,0,0,1,0,1,0,0,0,0,0,1
SES_00848,STU_5078,3600,0,1,0,500,500,91248,7.48,1,0,0,0,2,0,0,1,0,0,0,1
SES_00849,STU_4972,3600,0,0,0,0,0,10063,2.33,0,0,0,0,0,0,0,1,0,0,0,0
SES_00850,STU_8912,3600,0,1,0,307,1083,1797,1.76,1,0,0,0,0,0,0,1,0,0,0,0
SES_00851,STU_5172,3600,4,6,2,20001,28636,133073,15.23,3,0,0,0,0,0,0,0,0,0,0,1
SES_00852,STU_8653,3600,10,16,5,6996,16846,106135,18.45,7,5,1,1,0,0,0,0,0,0,0,1
SES_00853,STU_4953,3600,0,0,0,0,0,4044,2.0,1,0,0,0,0,0,0,0,0,0,0,0
SES_00854,STU_4507,3600,0,1,0,246,931,128290,21.48,1,8,4,0,2,0,0,0,0,0,0,1
SES_00855,STU_2654,3600,0,0,0,0,0,4716,2.77,0,0,0,0,0,0,0,0,0,0,0,0
SES_00856,STU_3209,3600,1,2,3,10681,27823,145055,12.67,9,0,0,0,0,0,0,0,0,0,0,1
SES_00857,STU_9652,3600,1,3,0,9938,17582,61332,15.18,5,6,3,0,7,0,0,0,0,0,0,1
SES_00858,STU_2987,3600,0,0,0,0,0,13406,1.25,1,0,0,0,0,0,0,0,0,0,0,0
SES_00859,STU_6824,3600,0,0,0,250,1182,47398,23.27,10,0,0,0,0,0,0,0,0,0,0,1
SES_00860,STU_8111,3600,0,0,0,0,0,4194,2.26,0,0,0,0,0,0,0,0,0,0,0,0
SES_00861,STU_2232,3600,0,1,0,97,789,5178,2.32,0,0,0,0,0,0,0,0,0,0,0,0
SES_00862,STU_6979,3600,2,1,1,1557,2443,11547,2.76,0,0,0,0,0,0,0,0,0,0,0,0
SES_00863,STU_7602,3600,1,3,0,31505,42093,111273,17.47,1,0,0,0,2,0,0,0,0,0,0,1
SES_00864,STU_4278,3600,2,1,1,1334,2210,3323,2.69,1,0,0,0,0,0,0,0,0,0,0,0
SES_00865,STU_5105,3600,2,1,0,397,2221,141167,21.43,0,0,0,0,11,0,0,0,1,0,0,1
SES_00866,STU_8695,3600,0,0,0,0,0,43006,18.77,1,0,0,0,0,1,0,0,0,0,0,1
SES_00867,STU_3683,3600,0,1,0,500,500,13262,19.26,1,0,0,0,0,0,0,1,0,0,0,1
SES_00868,STU_5391,3600,0,1,0,49,91,4671,3.28,1,0,0,0,0,0,0,1,0,0,0,0
SES_00869,STU_5533,3600,1,1,0,1000,1000,75284,12.15,1,0,0,0,0,0,1,0,0,0,0,1
SES_00870,STU_8362,3600,1,3,1,1330,1528,13122,1.91,0,0,0,0,0,0,1,0,0,0,0,0
SES_00871,STU_2577,3600,0,1,0,200,224,7236,1.86,0,0,0,0,0,0,1,0,0,0,0,0
SES_00872,STU_7894,3600,0,1,0,405,1404,10296,2.11,0,0,0,0,0,0,1,0,0,0,0,0
SES_00873,STU_9624,3600,25,27,3,3214,7459,103281,18.58,11,2,2,0,0,0,0,0,0,0,0,1
SES_00874,STU_7850,3600,0,0,0,0,0,8187,3.21,1,0,0,0,0,0,0,0,0,0,0,0
SES_00875,STU_8172,3600,0,0,0,276,866,117042,22.98,1,5,5,0,0,0,0,0,0,0,0,1
SES_00876,STU_5768,3600,0,0,0,892,1201,35365,24.36,2,9,4,0,0,0,0,0,0,0,0,1
SES_00877,STU_6089,3600,0,1,0,39,834,4307,0.38,1,0,0,0,0,0,0,0,0,0,0,0
SES_00878,STU_2513,3600,0,0,0,0,0,12855,0.36,0,0,0,0,0,0,0,0,0,0,0,0
SES_00879,STU_5257,3600,1,0,0,38,491,28341,12.23,2,0,0,1,4,0,0,0,1,0,0,1
SES_00880,STU_8209,3600,0,0,0,0,0,12292,0.57,0,0,0,0,0,0,0,0,1,0,0,0
SES_00881,STU_8946,3600,2,1,1,1827,2203,10006,0.54,0,0,0,0,0,0,0,0,1,0,0,0
SES_00882,STU_9788,3600,0,0,0,0,0,4101,0.9,1,0,0,0,0,0,0,0,1,0,0,0
SES_00883,STU_3074,3600,11,12,0,1938,3490,69976,17.81,1,1,1,0,0,0,0,0,0,0,0,1
SES_00884,STU_1940,3600,0,1,0,27,644,1308,3.27,1,0,0,0,0,0,0,0,0,0,0,0
SES_00885,STU_7849,3600,0,1,0,52,565,12105,2.34,1,0,0,0,0,0,0,0,0,0,0,0
SES_00886,STU_8990,3600,0,0,0,0,0,7592,2.94,0,0,0,0,0,0,0,0,0,0,0,0
SES_00887,STU_2969,3600,0,0,0,0,0,11948,1.14,1,0,0,0,0,0,0,0,0,0,0,0
SES_00888,STU_6433,3600,0,0,0,0,0,3939,0.94,1,0,0,0,0,0,0,0,0,0,0,0
SES_00889,STU_2411,3600,1,3,0,21364,33239,90289,11.92,2,0,0,0,0,0,0,0,0,0,0,1
SES_00890,STU_5869,3600,4,5,0,4076,8346,120635,22.51,9,0,0,0,8,0,0,0,1,0,0,1
SES_00891,STU_8342,3600,0,0,0,0,0,1391,1.3,1,0,0,0,0,0,0,0,1,0,0,0
SES_00892,STU_5140,3600,0,1,0,262,991,5991,2.05,1,0,0,0,0,0,0,0,1,0,0,0
SES_00893,STU_6001,3600,0,0,0,0,0,13126,0.65,1,0,0,0,0,0,0,0,1,0,0,0
SES_00894,STU_5936,3600,2,2,0,6532,7721,37710,18.8,7,4,4,0,0,0,0,0,0,0,0,1
SES_00895,STU_6626,3600,0,0,0,0,0,6595,1.22,0,0,0,0,0,0,0,0,0,0,0,0
SES_00896,STU_6177,3600,0,1,0,266,1001,7644,0.74,1,0,0,0,0,0,0,0,0,0,0,0
SES_00897,STU_3577,3600,12,16,1,1470,3422,60281,6.9,6,2,0,0,0,0,0,0,0,0,0,1
SES_00898,STU_2523,3600,0,1,0,442,870,5740,0.74,1,0,0,0,0,0,0,0,0,0,0,0
SES_00899,STU_6128,3600,0,0,0,0,0,13751,1.27,0,0,0,0,0,0,0,0,0,0,0,0
SES_00900,STU_2693,3600,0,0,0,0,0,4858,2.69,1,0,0,0,0,0,0,0,0,0,0,0
SES_00901,STU_1374,3600,2,2,1,586,1539,8128,2.24,0,0,0,0,0,0,0,0,0,0,0,0
SES_00902,STU_9961,3600,0,0,0,698,1008,100324,18.02,1,0,0,0,12,0,0,0,1,0,0,1
SES_00903,STU_5154,3600,0,1,0,173,1018,14141,1.15,0,0,0,0,0,0,0,0,1,0,0,0
SES_00904,STU_1191,3600,4,4,0,2851,4933,37157,17.34,6,7,7,0,0,0,0,0,0,0,0,1
SES_00905,STU_3587,3600,0,1,0,322,1144,5628,1.42,1,0,0,0,0,0,0,0,0,0,0,0
SES_00906,STU_3242,3600,0,1,0,295,1153,13980,0.99,0,0,0,0,0,0,0,0,0,0,0,0
SES_00907,STU_4443,3600,1,1,1,1869,1954,10573,1.12,1,0,0,0,0,0,0,0,0,0,0,0
SES_00908,STU_7027,3600,14,14,0,1207,2237,103065,9.52,2,1,0,0,0,0,0,0,0,0,0,1
SES_00909,STU_4836,3600,2,2,1,816,923,6782,0.37,1,0,0,0,0,0,0,0,0,0,0,0
SES_00910,STU_5248,3600,1,2,0,16152,27521,80572,13.83,0,0,0,0,2,0,0,0,0,0,0,1
SES_00911,STU_8209,3600,0,1,0,445,1296,142653,8.04,16,0,0,0,0,0,0,0,0,0,0,1
SES_00912,STU_1640,3600,0,0,0,0,0,7497,0.47,0,0,0,0,0,0,0,0,0,0,0,0
SES_00913,STU_9762,3600,0,1,0,319,934,12979,1.91,1,0,0,0,0,0,0,0,0,0,0,0
SES_00914,STU_8924,3600,2,2,1,7453,11044,92400,6.02,5,10,7,0,1,0,0,0,0,0,0,1
SES_00915,STU_3419,3600,0,0,0,0,0,2344,2.07,1,0,0,0,0,0,0,0,0,0,0,0
SES_00916,STU_1217,3600,0,0,0,0,0,9629,1.77,1,0,0,0,0,0,0,0,0,0,0,0
SES_00917,STU_3981,3600,15,21,5,8776,21727,34494,6.28,17,3,1,1,0,0,0,0,0,0,0,1
SES_00918,STU_9632,3600,7,7,3,2801,7770,47278,7.45,15,1,2,1,0,0,0,0,0,0,0,1
SES_00919,STU_6870,3600,0,0,0,0,0,7049,0.65,1,0,0,0,0,0,0,0,0,0,0,0
SES_00920,STU_8359,3600,0,1,0,417,983,7111,3.46,1,0,0,0,0,0,0,0,0,0,0,0
SES_00921,STU_5113,3600,0,0,0,0,0,2768,3.48,1,0,0,0,0,0,0,0,0,0,0,0
SES_00922,STU_9263,3600,0,1,0,77,1024,5191,0.88,0,0,0,0,0,0,0,0,0,0,0,0
SES_00923,STU_4329,3600,0,0,0,0,0,5457,0.56,1,0,0,0,0,0,0,0,0,0,0,0
SES_00924,STU_7792,3600,0,1,0,221,283,11935,2.78,0,0,0,0,0,0,0,0,0,0,0,0
SES_00925,STU_2574,3600,16,16,4,2349,6654,26399,17.0,11,1,0,0,0,0,0,0,0,0,0,1
SES_00926,STU_9362,3600,0,0,1,0,0,63901,21.7,0,0,0,0,1,0,0,0,0,0,1,1
SES_00927,STU_7382,3600,0,0,0,0,0,2140,2.12,0,0,0,0,0,0,0,0,0,0,1,0
SES_00928,STU_1378,3600,0,0,0,0,0,30259,13.96,1,0,0,0,2,1,0,0,0,0,0,1
SES_00929,STU_6451,3600,0,0,0,0,0,9504,0.45,0,0,0,0,0,1,0,0,0,0,0,0
SES_00930,STU_8139,3600,0,0,0,0,0,10572,1.33,1,0,0,0,0,1,0,0,0,0,0,0
SES_00931,STU_6612,3600,5,6,3,14205,21521,64955,8.64,9,0,0,0,0,0,0,0,0,0,0,1
SES_00932,STU_6541,3600,0,4,0,30972,38784,129175,5.97,0,0,0,0,0,0,0,0,0,0,0,1
SES_00933,STU_3710,3600,0,0,0,0,0,7499,2.7,0,0,0,0,0,0,0,0,0,0,0,0
SES_00934,STU_3499,3600,0,0,0,0,0,10561,3.32,0,0,0,0,0,0,0,0,0,0,0,0
SES_00935,STU_9677,3600,0,1,0,199,854,2077,0.35,0,0,0,0,0,0,0,0,0,0,0,0
SES_00936,STU_1417,3600,0,1,0,66,636,3861,3.37,0,0,0,0,0,0,0,0,0,0,0,0
SES_00937,STU_1947,3600,0,0,0,0,0,3220,3.27,1,0,0,0,0,0,0,0,0,0,0,0
SES_00938,STU_3718,3600,0,0,0,0,0,5672,1.7,0,0,0,0,0,0,0,0,0,0,0,0
SES_00939,STU_9322,3600,0,1,0,500,500,37497,14.34,1,0,0,0,0,0,0,1,0,0,0,1
SES_00940,STU_2324,3600,15,19,5,11593,25892,54868,24.13,15,1,3,1,0,0,0,0,0,0,0,1
SES_00941,STU_3166,3600,0,0,0,0,0,104960,19.87,0,0,0,0,0,0,0,0,0,1,0,1
SES_00942,STU_3851,3600,0,1,0,450,1234,8747,1.15,0,0,0,0,0,0,0,0,0,1,0,0
SES_00943,STU_8671,3600,0,1,0,342,1180,9969,2.14,0,0,0,0,0,0,0,0,0,1,0,0
SES_00944,STU_2818,3600,2,1,0,5049,11464,142786,8.85,4,2,5,0,7,0,0,0,0,0,0,1
SES_00945,STU_5313,3600,0,0,0,0,0,7904,0.81,1,0,0,0,0,0,0,0,0,0,0,0
SES_00946,STU_2130,3600,0,0,0,0,0,7231,1.29,0,0,0,0,0,0,0,0,0,0,0,0
SES_00947,STU_7791,3600,1,2,1,1982,2114,4514,2.17,0,0,0,0,0,0,0,0,0,0,0,0
SES_00948,STU_5128,3600,0,1,0,500,500,116586,15.27,1,0,0,0,0,0,0,1,0,0,0,1
SES_00949,STU_1559,3600,0,1,0,53,913,11298,2.58,1,0,0,0,0,0,0,1,0,0,0,0
SES_00950,STU_6660,3600,0,0,1,0,0,18113,15.86,0,0,0,0,1,0,0,0,0,0,1,1
SES_00951,STU_8604,3600,1,1,0,1000,1000,88309,12.63,1,0,0,1,0,0,1,0,0,0,0,1
SES_00952,STU_8383,3600,0,0,0,0,0,81380,22.74,0,0,0,0,1,0,0,0,0,1,0,1
SES_00953,STU_6895,3600,0,1,0,149,632,6332,1.7,0,0,0,0,0,0,0,0,0,1,0,0
SES_00954,STU_3490,3600,0,0,0,0,0,93276,11.8,1,0,0,0,0,1,0,0,0,0,0,1
SES_00955,STU_1306,3600,1,1,0,1000,1000,96864,21.11,1,0,0,0,2,0,1,0,0,0,0,1
SES_00956,STU_6710,3600,0,1,0,119,623,8101,0.44,1,0,0,0,0,0,1,0,0,0,0,0
SES_00957,STU_7068,3600,0,1,0,332,379,14633,0.43,0,0,0,0,0,0,1,0,0,0,0,0
SES_00958,STU_4668,3600,11,16,4,9999,20409,84328,17.74,9,2,3,1,0,0,0,0,0,0,0,1
SES_00959,STU_5710,3600,2,3,1,1798,1898,6728,3.33,0,0,0,0,0,0,0,0,0,0,0,0
SES_00960,STU_7202,3600,5,5,1,3956,5428,98497,11.91,5,7,9,0,2,0,0,0,0,0,0,1
SES_00961,STU_7369,3600,1,1,1,888,1780,8998,3.16,1,0,0,0,0,0,0,0,0,0,0,0
SES_00962,STU_7711,3600,0,1,0,347,677,126403,18.65,20,0,0,0,0,0,0,0,0,0,0,1
SES_00963,STU_2647,3600,0,1,0,467,497,3589,2.33,1,0,0,0,0,0,0,0,0,0,0,0
SES_00964,STU_5242,3600,14,15,0,1024,1532,143415,11.86,1,0,0,0,0,0,0,0,0,0,0,1
SES_00965,STU_7726,3600,0,0,0,0,0,8468,1.25,1,0,0,0,0,0,0,0,0,0,0,0
SES_00966,STU_4362,3600,3,2,1,11893,18085,16166,8.99,5,2,1,0,2,0,0,0,0,0,0,1
SES_00967,STU_6762,3600,1,1,0,359,494,15571,9.63,2,0,0,1,8,0,0,0,1,0,0,1
SES_00968,STU_8396,3600,0,0,0,0,0,9727,1.0,1,0,0,0,0,0,0,0,1,0,0,0
SES_00969,STU_7250,3600,0,1,0,27,233,2715,1.13,1,0,0,0,0,0,0,0,1,0,0,0
SES_00970,STU_6653,3600,0,1,0,222,516,1044,0.44,0,0,0,0,0,0,0,0,1,0,0,0
SES_00971,STU_6366,3600,5,5,1,2315,5025,132910,24.46,4,4,8,0,0,0,0,0,0,0,0,1
SES_00972,STU_8632,3600,0,0,0,0,0,13440,2.58,0,0,0,0,0,0,0,0,0,0,0,0
SES_00973,STU_2935,3600,15,18,3,4449,6865,95735,17.55,15,2,0,1,0,0,0,0,0,0,0,1
SES_00974,STU_2529,3600,0,0,0,0,0,3837,0.47,0,0,0,0,0,0,0,0,0,0,0,0
SES_00975,STU_5237,3600,0,0,0,0,0,24811,23.51,0,0,0,0,0,0,0,0,0,1,0,1
SES_00976,STU_4928,3600,0,0,0,249,1697,33811,15.69,0,10,10,0,2,0,0,0,0,0,0,1
SES_00977,STU_8353,3600,1,1,0,1000,1000,103967,13.46,1,0,0,0,0,0,1,0,0,0,0,1
SES_00978,STU_7545,3600,2,1,1,1418,1445,9844,0.39,0,0,0,0,0,0,1,0,0,0,0,0
SES_00979,STU_3964,3600,0,1,0,251,706,14336,0.73,0,0,0,0,0,0,1,0,0,0,0,0
SES_00980,STU_5686,3600,1,0,0,270,1864,125003,22.33,2,0,0,1,12,0,0,0,1,0,0,1
SES_00981,STU_2726,3600,9,10,0,2180,3295,40674,9.97,3,0,0,0,0,0,0,0,0,0,0,1
SES_00982,STU_5556,3600,0,3,1,29747,43675,14601,8.3,1,0,0,0,2,0,0,0,0,0,0,1
SES_00983,STU_2294,3600,5,7,1,15878,27723,93066,19.21,5,0,0,0,0,0,0,0,0,0,0,1
SES_00984,STU_7583,3600,0,1,0,821,2030,10038,9.51,0,4,4,0,0,0,0,0,0,0,0,1
SES_00985,STU_4155,3600,0,1,0,14,397,11119,1.82,0,0,0,0,0,0,0,0,0,0,0,0
SES_00986,STU_4748,3600,0,1,0,51,361,14232,2.56,1,0,0,0,0,0,0,0,0,0,0,0
SES_00987,STU_7274,3600,2,2,0,5013,10623,94003,15.34,5,2,1,0,1,0,0,0,0,0,0,1
SES_00988,STU_2818,3600,0,0,0,0,0,14353,0.33,1,0,0,0,0,0,0,0,0,0,0,0
SES_00989,STU_5599,3600,0,0,0,0,0,10060,1.22,0,0,0,0,0,0,0,0,0,0,0,0
SES_00990,STU_1108,3600,4,7,2,1715,5617,52555,12.62,7,2,1,0,12,0,0,0,1,0,0,1
SES_00991,STU_8628,3600,0,0,0,0,0,115058,6.42,1,0,0,0,0,1,0,0,0,0,0,1
SES_00992,STU_6202,3600,12,12,0,1267,1892,125924,10.1,4,1,1,1,0,0,0,0,0,0,0,1
SES_00993,STU_6463,3600,0,0,0,0,0,8838,0.7,1,0,0,0,0,0,0,0,0,0,0,0
SES_00994,STU_8281,3600,0,1,0,25,164,2610,2.92,1,0,0,0,0,0,0,0,0,0,0,0
SES_00995,STU_5517,3600,3,6,1,4363,8980,132926,12.48,5,0,2,1,10,0,0,0,1,0,0,1
SES_00996,STU_3615,3600,0,0,0,0,0,5677,1.15,0,0,0,0,0,0,0,0,1,0,0,0
SES_00997,STU_6255,3600,1,2,1,18476,31568,20864,21.55,5,0,0,1,0,0,0,0,0,0,0,1
SES_00998,STU_6413,3600,0,1,0,155,336,13678,1.36,1,0,0,0,0,0,0,0,0,0,0,0
SES_00999,STU_5159,3600,0,1,0,278,953,12088,0.5,1,0,0,0,0,0,0,0,0,0,0,0
SES_01000,STU_2790,3600,0,0,0,0,0,2055,1.63,0,0,0,0,0,0,0,0,0,0,0,0
SES_01001,STU_4648,3600,1,2,1,854,1477,12427,2.38,0,0,0,0,0,0,0,0,0,0,0,0
SES_01002,STU_8554,3600,1,1,1,609,913,13261,2.16,1,0,0,0,0,0,0,0,0,0,0,0
SES_01003,STU_3277,3600,1,5,0,32575,46925,39165,20.23,0,0,0,0,0,0,0,0,0,0,0,1
SES_01004,STU_4519,3600,14,15,3,4308,5950,21989,20.4,15,2,1,1,0,0,0,0,0,0,0,1
SES_01005,STU_7785,3600,2,1,1,5097,7628,100892,14.39,4,5,4,0,4,0,0,0,0,0,0,1
SES_01006,STU_4031,3600,0,1,0,500,500,92700,15.86,1,0,0,1,0,0,0,1,0,0,0,1
SES_01007,STU_8841,3600,1,2,1,1667,2606,2582,0.36,1,0,0,0,0,0,0,1,0,0,0,0
SES_01008,STU_8645,3600,0,0,0,0,0,14117,3.09,0,0,0,0,0,0,0,1,0,0,0,0
SES_01009,STU_5747,3600,0,0,0,0,0,14304,2.54,0,0,0,0,0,0,0,1,0,0,0,0
SES_01010,STU_7425,3600,0,1,0,499,1157,13026,2.9,0,0,0,0,0,0,0,1,0,0,0,0
SES_01011,STU_3798,3600,0,1,0,500,500,122088,20.29,1,0,0,1,0,0,0,1,0,0,0,1
SES_01012,STU_5984,3600,0,1,0,237,482,9008,2.76,1,0,0,0,0,0,0,1,0,0,0,0
SES_01013,STU_2516,3600,0,0,0,0,0,5657,0.36,0,0,0,0,0,0,0,1,0,0,0,0
SES_01014,STU_4073,3600,3,4,0,10084,12524,119418,20.22,5,2,2,0,0,0,0,0,0,0,0,1
SES_01015,STU_1810,3600,1,3,1,730,991,13292,0.37,1,0,0,0,0,0,0,0,0,0,0,0
SES_01016,STU_9524,3600,0,0,0,0,0,63498,11.17,1,0,0,0,0,1,0,0,0,0,0,1
SES_01017,STU_8230,3600,0,0,0,0,0,3306,3.27,1,0,0,0,0,1,0,0,0,0,0,0
SES_01018,STU_6025,3600,17,17,1,1294,4069,87076,7.53,7,0,1,0,2,0,0,0,0,0,0,1
SES_01019,STU_4266,3600,0,0,0,0,0,87355,13.32,0,0,0,0,0,0,0,0,0,1,0,1
SES_01020,STU_6571,3600,4,4,2,22277,41028,62449,12.48,8,0,0,0,2,0,0,0,0,0,0,1
SES_01021,STU_6842,3600,0,1,0,372,691,5557,2.72,1,0,0,0,0,0,0,0,0,0,0,0
SES_01022,STU_4286,3600,0,0,0,0,0,8203,0.83,0,0,0,0,0,0,0,0,0,0,0,0
SES_01023,STU_2115,3600,0,1,0,463,725,10505,1.83,0,0,0,0,0,0,0,0,0,0,0,0
SES_01024,STU_4826,3600,0,1,0,179,746,10351,0.89,0,0,0,0,0,0,0,0,0,0,0,0
SES_01025,STU_2818,3600,2,4,3,19431,36402,89084,18.76,5,0,0,0,1,0,0,0,0,0,0,1
SES_01026,STU_4988,3600,1,1,0,1000,1000,86578,16.08,1,0,0,0,1,0,1,0,0,0,0,1
SES_01027,STU_9711,3600,0,1,0,159,254,11919,2.86,1,0,0,0,0,0,1,0,0,0,0,0
SES_01028,STU_7010,3600,0,0,0,0,0,54317,9.72,0,0,0,0,0,0,0,0,0,1,0,1
SES_01029,STU_1051,3600,0,1,0,412,1069,10320,1.11,0,0,0,0,0,0,0,0,0,1,0,0
SES_01030,STU_4109,3600,8,8,0,1641,2562,39521,9.29,5,0,0,1,1,0,0,0,0,0,0,1
